transaction_id,transaction_amount,transaction_time,card_used_before,merchant_id,num_purchases_last_6m,account_age_days,avg_monthly_spending,num_chargebacks,merchant_fraud_rate,user_fraud_rate,transaction_country,is_international,num_declined_transactions,is_fraud
1026,3012.389192654588,23302,1,1516,24,2063,5238.472011055641,4,0.6561329442444077,0.7729067455395215,128,0,0,0
1027,2243.8143840742086,46691,1,1860,34,2152,5701.86602333944,3,0.47407346071437617,0.04147644393759509,22,1,6,0
1028,198.36699257215062,30112,0,1550,7,790,116.72876559270951,0,0.378922456032294,0.6081155778001585,55,0,2,1
1029,1375.9262812982722,71047,1,1895,4,1226,9800.79839717657,4,0.7945675639553159,0.3182207243735582,159,0,3,1
1030,98.36437512569091,70204,0,1321,21,2767,3091.1764731199773,1,0.8106502702634909,0.18691993525830597,74,0,2,1
1031,1791.3177642924854,6087,0,1464,27,1948,864.5200848219467,3,0.7146005883484329,0.8167649924177588,47,1,5,0
1032,1296.2909787114218,72551,0,1812,11,1701,8558.446726768952,3,0.08360150073597061,0.412250123596567,27,1,9,0
1033,3441.2457240601398,31314,0,1586,32,1082,1604.330780108318,1,0.34511071398874016,0.5716295972101096,128,1,0,1
1034,1537.7272210570648,77150,1,1612,15,1008,347.05584862243643,4,0.04675018532118891,0.0330838437795421,48,1,9,0
1035,1876.4181642572355,69539,1,1140,25,47,4997.437727969683,4,0.34368118860058017,0.7916245172784302,167,1,6,1
1036,3626.9443253841796,26235,0,1604,11,659,1386.1781593959765,3,0.6479177785881512,0.2868825455387266,149,0,9,0
1037,2405.1074618673556,60572,0,1630,22,3348,9825.98835690342,4,0.518706771880733,0.6934061377715351,15,1,7,0
1038,2782.7154386006036,33366,1,1799,48,1435,203.06876746390668,1,0.7029368240508513,0.7604745847860944,81,1,2,0
1039,4206.891972073496,51347,1,1620,25,3249,606.8537074674566,4,0.5514617905117154,0.11711625747284327,118,0,8,1
1040,1035.2346389813845,32837,1,1999,40,2848,8349.511267349793,3,0.5558137764483891,0.2959005639745641,45,1,1,1
1041,4945.938457109424,8139,0,1554,12,113,2473.5417907764568,4,0.5109652188979777,0.7234400819896458,19,0,9,1
1042,4500.62535411013,9585,1,1135,22,2343,9124.807858501048,0,0.3643253527466971,0.23217754744447427,181,0,9,0
1043,1433.477590176704,3659,1,1329,30,437,3180.256829402102,1,0.4465648797188204,0.8481739520545473,55,1,8,0
1044,4464.79914968518,5634,0,1728,35,2313,790.8482484680168,1,0.1124377446139726,0.31197353088314983,86,0,4,1
1045,3770.0268353257707,3682,0,1954,26,161,204.85881051120265,2,0.8345084503802029,0.402330207566579,105,0,5,1
1046,4653.851603338797,35451,1,1394,35,503,2897.416042866041,4,0.8892116384656082,0.09974334722880884,177,0,1,0
1047,3455.9848054406034,70098,0,1155,46,1059,4789.932697409403,1,0.7662708134608873,0.14767511860937754,78,1,4,0
1048,3372.712437537809,4652,0,1992,41,2634,110.05949816809203,4,0.583586012167649,0.2754216282415647,126,0,5,0
1049,18.31858107855906,75038,0,1038,22,2505,5852.961305184553,0,0.5691792480479442,0.048908828249450864,189,0,4,0
1050,2373.583031846607,70249,0,1281,37,1005,3403.2494308798446,3,0.47032362900372005,0.19303227974616455,60,0,3,0
1051,1002.1427622859367,5413,0,1839,2,1670,3962.5199406878733,3,0.2313467315877048,0.40894302666613447,76,0,7,0
1052,1621.0832143858677,21984,1,1869,29,1394,2687.9683871612556,2,0.38380382494505905,0.379962246867249,91,0,1,1
1053,4894.099354347712,20487,1,1537,31,1509,5337.547533866522,2,0.9899058136240086,0.19869437982699145,116,1,0,0
1054,428.42428717305705,2075,1,1543,14,2319,2378.2139574846237,1,0.14580301248328142,0.08045068385345111,24,0,1,1
1055,3612.709865798509,33550,1,1045,37,3250,1434.738652949058,1,0.5426832598847212,0.3181478348340575,167,0,3,0
1056,865.5512645124952,85726,1,1667,10,2009,8917.406112275645,1,0.8665257989815097,0.745346607599317,126,1,0,0
1057,37.99929614124533,42293,0,1243,1,479,3966.4943320024695,0,0.4530016810206092,0.5100995721762205,189,0,8,1
1058,2507.5921255306544,77445,1,1902,25,956,861.610467187819,2,0.6056102655730189,0.9468039742199278,114,0,0,0
1059,806.9152784997058,29212,1,1546,33,158,2380.1952702066815,2,0.8277931524110537,0.13988632774370924,100,0,4,1
1060,4827.365813651904,14962,0,1449,0,754,3168.4351871880863,3,0.5475613581043546,0.2073179446537169,151,1,7,1
1061,1019.2799888093714,15853,1,1277,10,1836,7719.498462550553,2,0.7314691615143304,0.28029953363899685,72,1,8,1
1062,960.9843349003045,50209,1,1753,4,203,320.3293958405567,2,0.3472723818654734,0.013001899813041229,114,1,8,0
1063,161.8024563795299,79911,1,1405,25,2842,4834.6699359333315,0,0.7330232157855054,0.9433804784568812,93,0,7,1
1064,1649.7683737558775,45964,1,1889,5,3349,4136.155605031507,1,0.04102131664135977,0.445363831442968,167,0,5,1
1065,121.53426297006664,67645,0,1770,34,3214,9687.163976185751,0,0.1528992947167409,0.48164947723115614,72,1,5,0
1066,2494.934289580392,60501,0,1045,4,3591,1882.7426217364537,4,0.6372961762995084,0.15785742649858836,92,1,8,1
1067,2528.547603494216,66856,0,1945,8,511,6315.920387020817,3,0.4489545513386609,0.8726976901075664,97,1,1,1
1068,267.16319203286577,81523,0,1748,27,1987,2101.749162418023,3,0.8283489469601434,0.6926322366430687,11,1,2,0
1069,1201.0713226600938,37185,1,1519,18,115,5529.378336301225,3,0.34197447613196896,0.43136098752391017,42,1,5,1
1070,4160.700319236614,69235,1,1771,4,391,5595.126001886513,1,0.7672083134254705,0.8779714966460943,126,0,7,0
1071,2313.261319853907,49884,1,1270,22,3414,845.9326255986773,1,0.13911286725390293,0.9054577382643157,153,0,6,1
1072,2173.6155978872725,62858,1,1555,43,3444,4618.867812552594,1,0.93014657889257,0.049480541038058656,162,0,7,0
1073,3494.1859598616293,64326,1,1237,43,2735,4665.445468803635,3,0.4184393380634289,0.11932458971287796,22,0,4,1
1074,3574.694835502872,39330,1,1166,15,2977,3259.4530740072505,3,0.2309018639733721,0.02762829935630151,130,0,8,1
1075,3810.0510413776365,46415,1,1375,6,2773,2843.8696815077788,3,0.7891520536736425,0.581730247098264,179,0,5,0
1076,4152.5811431058855,61006,0,1587,13,2416,2320.5499437504286,4,0.9478861630579851,0.21794386017623602,144,0,9,1
1077,1162.020981365445,49127,0,1668,21,1238,158.81661155923047,4,0.9180817285119693,0.8449280835329923,139,0,1,1
1078,332.83665578947574,22547,0,1200,8,1534,117.98121644083574,3,0.2379389300006095,0.46591386051758843,96,0,5,1
1079,1901.9441281879913,22939,0,1745,46,2616,5938.893386826883,1,0.6720076994027935,0.8377097463941272,69,1,3,0
1080,4275.634455205139,79738,0,1231,22,2948,2985.492720292806,1,0.5468579926042849,0.5556052234621961,100,0,4,0
1081,391.06529276355434,74332,0,1445,42,740,1762.0976922536845,4,0.7251041692142696,0.79616779718168,62,0,4,0
1082,2880.193040215948,1722,0,1723,3,2374,6878.878534571767,4,0.4869328485686324,0.3718550081972375,19,0,0,1
1083,3505.713662757825,43364,1,1417,42,36,5336.15523784651,3,0.4697631566690875,0.9453938405464393,157,1,9,0
1084,2407.554659198204,11674,1,1153,25,985,9158.086941124388,3,0.882706845834942,0.6671587224625112,170,1,4,1
1085,1276.6220425894337,2812,1,1367,40,2427,8327.06767701283,1,0.8712564132801716,0.5954905443979392,151,0,9,0
1086,1632.2210996349913,2278,1,1724,5,2843,7294.618991889673,2,0.787596325183246,0.3523566838241915,60,0,8,0
1087,359.1888378199468,35118,0,1086,30,1535,1353.1613761316428,1,0.7048948816201339,0.9371839789044766,146,0,7,0
1088,1463.6251531460618,69159,0,1529,16,3395,6694.278515691749,1,0.6783665789277832,0.3377344002276772,95,0,7,0
1089,222.84565979881023,6530,0,1702,8,368,6969.871785082533,3,0.05618190589222771,0.8358594352261061,101,1,2,1
1090,3631.898665671709,49866,0,1819,26,2271,7656.992640749635,2,0.7495361853520552,0.404308215928339,81,1,8,0
1091,4490.07839727992,81523,1,1053,5,1957,2705.013965198352,2,0.6381044798020241,0.7671840015015949,183,0,8,1
1092,3167.9321291395113,924,1,1727,5,813,6438.945286271138,3,0.3024113962510496,0.9118779155807332,18,1,9,0
1093,3283.859411443,19546,1,1041,3,1736,6220.956736997144,0,0.8201014861786712,0.4656071169607483,155,1,6,1
1094,2361.2395433647907,53305,1,1348,42,1123,3914.569493133776,3,0.8324470722753243,0.5261352122400985,85,1,5,1
1095,781.0262095763352,77806,0,1229,2,1098,6668.719105651197,4,0.9321906672536134,0.3303429059327855,129,1,8,0
1096,39.61798112559488,18953,0,1741,23,2771,958.2860570320126,2,0.4183580334666882,0.054695672775175175,142,0,5,1
1097,1720.5360120552448,35583,1,1693,17,3508,6470.699709107685,3,0.5512499690730525,0.6524811979817201,59,1,2,1
1098,3757.6912982974095,70114,1,1435,31,2750,6099.554283705398,1,0.9059542500117211,0.11964252453905566,110,1,5,0
1099,4802.197464998592,4462,1,1140,47,1391,2185.1816318154692,1,0.31680140028188886,0.3540589286956438,161,0,1,0
1100,2155.9935437837535,888,1,1287,20,2110,8200.314833246703,1,0.7966426373390113,0.3494939098564096,164,0,1,0
1101,1827.5896706553315,85398,1,1850,47,1647,8756.698602600762,3,0.9919666071133053,0.15100381947457453,119,0,6,1
1102,2230.346573150575,85509,1,1848,28,2031,2183.791077811229,0,0.6519356613185585,0.6667103159142048,167,0,7,0
1103,2139.4467041251614,67259,0,1321,31,1678,852.0147339483145,4,0.9837039778334504,0.17459933081869217,120,1,6,0
1104,3129.7732851602264,23410,0,1593,24,2146,6075.39708906134,1,0.5158124317052634,0.7783363491797447,76,0,4,1
1105,3671.002838093368,8602,1,1441,11,2824,4851.183517134648,3,0.15305338885119224,0.24927907150055162,173,1,3,0
1106,3925.0051582496462,18614,0,1166,45,3296,4333.182869694371,0,0.17559588062454212,0.2872874860291146,153,0,7,0
1107,3248.3744423643047,18444,0,1922,8,74,7633.982467432602,2,0.7313744818595606,0.34372830205333094,143,1,8,1
1108,2189.1820699780023,53050,0,1845,6,1813,9699.660131138258,2,0.0009087666421806473,0.15275256088525568,20,0,6,0
1109,4750.568674002141,68149,1,1565,13,2231,4828.870821824347,4,0.6618879195513239,0.43426448662371775,34,0,0,1
1110,3555.3874621599603,81516,0,1462,19,3364,160.93527987027198,3,0.15127177741003361,0.0803251242232298,58,1,3,0
1111,2133.8635461900417,44866,0,1455,19,3128,6003.0446319299435,3,0.9843685840863141,0.42711608469817963,60,0,3,1
1112,2233.4623037004267,66213,0,1072,9,1272,6574.262134085409,1,0.16312752745434766,0.3399121324340595,158,0,9,1
1113,4090.086268795148,76638,0,1724,10,1979,8297.381229353732,0,0.5524639949768719,0.33826544721009744,108,0,2,0
1114,2203.263897724466,57239,0,1682,38,2516,2074.1291128515622,4,0.6694457752292224,0.6606742518453236,141,0,3,0
1115,2581.851840272677,43211,0,1994,18,2187,5290.843571837417,0,0.819496185591406,0.7690228744782514,93,0,8,1
1116,1458.4699073062006,3004,0,1947,18,1926,4526.601853854718,4,0.45926371878468464,0.3559985222552604,67,0,0,1
1117,4194.735254592607,63789,1,1269,42,1985,6677.960565510045,3,0.9337987579698493,0.2620146920599833,89,0,1,1
1118,2611.9051160362965,74522,0,1218,5,2406,733.0363306613307,3,0.4802463730654648,0.4943494347230104,173,0,6,0
1119,2763.12715600875,64084,0,1647,7,1576,8851.728023825295,4,0.2520599401273341,0.7877190754746666,40,0,8,1
1120,4403.496338164281,26269,0,1546,0,3479,5160.458301958956,0,0.5930352175159703,0.6445729513200587,166,0,6,1
1121,4602.6658219682,79709,1,1657,22,3545,8782.749905202902,2,0.6580055798004539,0.03800134777562447,47,1,0,0
1122,4121.144789535933,21118,0,1182,39,1469,3468.347605445066,2,0.5073911430023952,0.47992952374521025,88,1,6,0
1123,327.78669447356464,14089,1,1077,36,979,6569.869924942212,1,0.7331821281221778,0.990965063642543,157,1,5,1
1124,2218.1019997987923,42956,0,1307,9,1255,9571.578978163168,1,0.42068077707651075,0.3531275276808824,162,1,0,1
1125,1717.3113648229746,85786,1,1764,1,1641,9439.453988026818,0,0.004336823814902857,0.44071680139452774,139,0,0,1
1126,1068.3603918642646,79226,1,1327,35,299,9446.61727223505,3,0.2645389378882719,0.28740673141873785,20,1,1,0
1127,4544.860425353084,13740,1,1944,1,425,525.1737211176234,0,0.9459053283746037,0.49769468959182717,148,0,5,0
1128,4450.454722614205,69581,0,1903,14,3042,4089.858409647775,4,0.7632232531675621,0.16092132256904346,56,0,3,1
1129,2327.0241185329696,71160,1,1420,19,2208,701.7344487328787,2,0.18953382424734255,0.24701363995576076,151,1,3,0
1130,673.6696925136446,86078,0,1235,41,400,3163.8224314233153,1,0.06665299192855623,0.7117363083987747,100,0,5,0
1131,67.81473603860547,43779,0,1833,20,1401,1828.3231414289064,0,0.35079689845063067,0.1382867936864034,113,1,8,0
1132,2192.896935743529,20495,0,1848,29,1982,6239.360498707766,0,0.8363019289201659,0.9261437636409608,88,1,0,0
1133,200.73578771914194,39602,1,1588,23,1941,7829.386897527423,4,0.1059794132715276,0.3079604084979538,104,1,1,0
1134,3048.1701536568808,9033,0,1885,1,1280,5182.134956107674,3,0.5433538712962963,0.57502509691864,25,1,7,0
1135,3042.435945529465,53103,1,1461,37,740,7975.183425649037,3,0.2750002450508908,0.32183067756650807,33,0,7,1
1136,4494.798300139324,20442,0,1936,21,861,226.85163640168895,2,0.7262550223392196,0.47803077577480824,159,1,5,1
1137,951.0555923184937,3247,0,1584,28,493,8222.716010126036,1,0.000410315837386821,0.9038013280480026,103,1,5,0
1138,1857.5998178253064,50368,0,1538,13,2536,1865.7662244191845,3,0.2771741270148246,0.0685772818471243,79,0,7,1
1139,4297.8673985326095,55244,0,1915,4,1205,4663.265423907262,3,0.6792503644735116,0.8563426267074079,129,1,1,1
1140,2372.008215948085,25474,0,1037,23,2573,4481.597597441367,3,0.5467505120163199,0.557573686755088,182,0,1,1
1141,299.55672157074923,64784,0,1765,25,3171,8744.239738731983,0,0.7788656265847957,0.6650712586873716,16,1,0,0
1142,554.8087740660474,5586,0,1907,1,2784,9663.19355811128,3,0.15767593344053843,0.055887066793665174,85,1,5,0
1143,4067.459403320677,56228,1,1425,45,2405,2625.697568721568,4,0.530975534906588,0.7613991173184397,59,0,5,1
1144,3718.7434527125365,7940,0,1597,44,3302,767.39040867269,2,0.1957697904530803,0.12777841471048668,194,0,5,1
1145,4379.5317043167925,18606,0,1868,33,2612,6540.16564630298,3,0.6392201393146713,0.964821179790061,125,0,1,1
1146,595.1869683798096,40747,1,1433,22,3077,5078.121808856763,1,0.1313425258350398,0.7992872762466456,131,1,6,1
1147,3802.323302238841,64727,1,1358,40,89,5700.480904915875,0,0.14869381066578546,0.49286797883841515,143,1,2,1
1148,3275.8667204259873,34282,1,1030,34,63,558.0751064229987,4,0.32820524162793185,0.9241669572300862,32,1,0,1
1149,1162.2339124640728,57760,0,1204,14,1111,7775.567234017663,2,0.4019064240728306,0.1690732821647214,178,0,0,0
1150,4869.5480233925,62996,1,1704,2,1056,2400.298809364247,0,0.49855965051738727,0.9916639638783769,111,0,8,1
1151,2852.203740937004,2883,0,1741,11,1095,3415.8741310216433,4,0.5807068700070416,0.7168190450107463,100,1,2,0
1152,4534.48299901028,36594,1,1180,37,1579,2360.701754238801,0,0.4688138198138819,0.09837791361924264,188,0,7,1
1153,4295.606577900725,78103,0,1756,16,2300,9464.851149861313,2,0.045638722117941954,0.5365915041381685,103,1,9,1
1154,1666.2941771525354,69875,1,1039,37,2154,1770.345983751793,2,0.3434603769187963,0.7108763684623984,116,1,6,1
1155,2680.248353072079,15426,0,1840,26,2977,7349.958139779878,3,0.061381945466864374,0.613022261678253,118,0,1,0
1156,2157.4101287239537,16486,0,1422,18,513,2532.898209991513,1,0.11808377436866035,0.4239493989424802,119,0,1,0
1157,3545.6787737301183,76085,0,1905,48,135,4306.704229172263,3,0.092823567761391,0.2481428559625547,136,1,3,1
1158,2940.621980712595,3993,1,1156,47,2676,9961.012584004015,0,0.15809553711855473,0.2382294933775917,7,0,1,0
1159,3924.482811653169,12219,1,1167,20,2456,1095.7097679973554,3,0.8129205333565593,0.9269503714622503,132,1,4,0
1160,59.749545730324705,3708,1,1669,39,120,8825.456387757082,2,0.6275723966372699,0.23474075068300548,10,0,9,0
1161,3439.2785138113777,28788,1,1641,23,1501,9465.893973061902,2,0.5067809100865184,0.9624050340532269,60,0,6,1
1162,1596.0067109430552,1495,1,1081,23,2847,7012.450219799864,2,0.7322575127450679,0.21022588464253977,25,0,1,1
1163,1121.8864773072005,36160,0,1667,18,823,198.62567837970244,3,0.9612237760374754,0.38428377872296193,42,1,8,1
1164,4006.4055904270026,7537,1,1686,30,1117,8225.905981914628,4,0.4176751452786013,0.012323426416692151,47,1,0,0
1165,447.0168347297387,35553,0,1799,39,504,8834.492083346731,3,0.3674119425853156,0.9031439393968441,96,1,1,0
1166,1143.0717654506068,22203,0,1599,19,2054,9811.248153190545,3,0.9777735640046399,0.10435167533201395,114,1,6,1
1167,1019.4679711577911,54032,0,1101,14,2991,8409.225902725948,3,0.7713303653601369,0.3573292594220707,32,0,4,1
1168,2099.7073998534497,71124,0,1759,39,1623,4511.310976334559,3,0.7771112263480168,0.8425182143252629,74,0,0,0
1169,1612.3615860017478,80747,1,1717,34,2238,6917.631799269903,2,0.5999422950219879,0.7918979387479519,153,1,3,1
1170,3602.6211172312414,37659,1,1088,47,2504,4902.772268377664,1,0.5070084289612892,0.841501020071259,16,1,7,1
1171,3497.150033126781,64043,1,1344,34,1743,3594.8816602748593,3,0.5505917102484348,0.9141075907749531,177,1,4,1
1172,1628.028984639089,3525,1,1799,32,2433,6301.622282192141,3,0.6520850506917114,0.9110707886496994,144,0,1,1
1173,2185.4668999528303,85437,1,1922,39,802,7721.34115245358,1,0.3768393505118923,0.7704991644539091,94,0,8,0
1174,1040.333012714685,4777,1,1309,40,2913,6395.417788114112,3,0.7822947645757953,0.5824236644301201,166,0,0,1
1175,3354.5036675808565,69725,0,1607,43,3070,8283.125839697494,1,0.9092209435929588,0.5615492666381114,5,1,0,1
1176,1981.717477922745,45791,1,1439,17,277,1846.1122485407261,2,0.5712836861657072,0.012919534633292873,7,1,9,0
1177,664.9976961066344,31501,0,1158,16,1471,3799.5760608712785,4,0.38147562292429316,0.7225702680596962,8,0,4,0
1178,637.2001940656448,65258,0,1113,7,826,3194.5995460688764,3,0.6955897848760995,0.2266767152393353,33,1,8,1
1179,1612.2810714274565,83833,0,1535,19,944,2021.8586827112051,4,0.1821645541805571,0.8286974188933959,62,1,5,1
1180,3736.8778181523426,76185,0,1162,10,2099,4487.4258421049735,3,0.9685726482281463,0.5538040851592214,116,0,4,0
1181,128.4961763213704,23719,1,1285,29,1428,9483.9414413602,0,0.6579873546479958,0.9872478798987822,160,1,5,1
1182,1289.615691221228,66686,1,1864,26,2443,5426.282087900908,0,0.067568723086461,0.21027348410435254,129,0,5,0
1183,813.2683082848977,79837,0,1054,38,778,2935.4082793660878,2,0.5297500715184476,0.7234653612268689,91,1,8,1
1184,4782.432628706769,28434,1,1575,13,2741,3605.200121200071,4,0.7503407492588507,0.5475337685093208,148,1,8,1
1185,3526.7027382511606,20520,0,1032,41,210,6169.449545999564,4,0.2778459250782388,0.9318068445933869,55,1,4,1
1186,1166.9301879106117,56881,0,1557,14,889,3592.192743949495,1,0.05098954029729019,0.26599370821191126,191,0,3,1
1187,1038.095466595537,1510,0,1730,11,2025,5429.632556914623,1,0.48916243789993974,0.059437597580453305,78,0,0,1
1188,4290.294696390996,28546,0,1992,19,2317,2814.1829451829904,3,0.8336244434653122,0.5438656333027095,6,1,5,1
1189,951.9432553856491,13982,1,1800,16,2592,3524.7195819118397,1,0.2515343723913782,0.5216130210408915,52,1,6,0
1190,4985.298941785937,69451,0,1195,39,1006,7086.705802479962,1,0.7170131137711079,0.3117072199939598,2,0,6,0
1191,1412.233296936987,80270,1,1764,25,1637,5887.721681274486,4,0.40779068274823427,0.9865377976837081,39,1,0,1
1192,422.57924163280535,19636,0,1447,13,844,1025.5199468024573,0,0.0596320581382096,0.06971142415412546,121,1,5,0
1193,3455.0185281902736,58087,1,1797,24,1015,9734.506933209792,4,0.3039630498099297,0.569520097950051,32,0,7,0
1194,3048.6043201282846,10957,1,1747,25,3353,588.4355372929629,1,0.31390240526824675,0.26021691187074303,116,1,2,0
1195,4999.111004641923,36706,1,1590,46,397,921.1017655884718,3,0.904664292113813,0.001912011656956758,179,1,0,1
1196,4010.6266361155035,62871,0,1924,24,3287,7043.721882537224,0,0.9817481621044354,0.9878491374849709,197,1,6,0
1197,2144.7538291330625,61737,0,1957,24,3503,7109.379580365149,1,0.2097677963077853,0.48161283670903465,92,1,3,0
1198,3383.380629367255,40975,1,1091,26,1344,287.46177894504166,1,0.43051284600378936,0.857190493496181,32,0,4,0
1199,4089.429418563157,28129,1,1607,42,2861,6463.26360468962,3,0.9767034540008351,0.8400672396511352,93,0,1,1
1200,2569.118900691032,37939,0,1227,11,638,429.27414628691895,3,0.40726816005720956,0.8122783666641693,131,0,6,1
1201,1365.0843822253228,65059,1,1285,19,492,9611.622939511268,1,0.3491710980313587,0.45901725274812755,62,1,0,0
1202,1051.3181057895617,8298,1,1873,15,2998,6991.811678946061,1,0.10988151248268996,0.8959263178550224,13,0,3,1
1203,1477.1119016314583,64422,1,1234,24,1629,1947.1232030774192,4,0.7532845012452996,0.36727222905151036,70,1,7,1
1204,4240.495839567356,6480,0,1101,26,2175,1665.2374027881488,2,0.44700555867636727,0.40838691826770357,21,1,6,1
1205,1902.7814300711877,60389,0,1763,17,2121,5739.656796932049,3,0.6386629520674022,0.25570519585076745,189,1,6,1
1206,1434.0341286730209,68393,0,1139,9,1499,6371.83538380233,3,0.5098567726450187,0.44808507590258095,14,0,6,0
1207,4029.63025174761,4349,0,1834,49,2499,8329.252535730213,4,0.17453713859502173,0.98650020281141,89,1,4,1
1208,160.569788530943,66964,0,1654,29,1485,9042.87937721426,0,0.17636979564979138,0.5732406622535937,71,1,9,0
1209,2970.1973963807804,39491,0,1751,0,2485,3986.081096176245,0,0.9397563253251302,0.8310977495195654,107,1,2,0
1210,4368.285384128172,46778,1,1265,3,3327,8456.439939477747,0,0.8895191461692469,0.2633429175452455,150,0,9,1
1211,2051.0086615289815,27677,1,1341,22,447,5469.562349635665,3,0.6106340049891895,0.955920691859523,128,1,6,1
1212,1347.321488635063,81254,1,1572,6,1125,4758.763191959994,2,0.0012442527034849382,0.01317321871719579,32,0,7,1
1213,2459.053638110346,80345,1,1534,29,558,7019.8093959721,2,0.43329564079223193,0.9302452189149917,169,0,6,0
1214,3587.668361292705,13272,1,1522,25,969,1121.6301173120723,4,0.5304280052251426,0.8980038903055506,32,1,5,1
1215,2583.511209612962,11828,1,1015,0,936,2727.3264067518744,0,0.4494378074050308,0.06735621644022483,170,1,8,1
1216,39.18733413423978,44431,0,1560,28,2330,8185.950585572744,0,0.9254494465940414,0.6048467273096657,180,0,5,1
1217,392.5444559839716,7856,1,1877,24,2807,5090.380499540349,1,0.04086584145854888,0.7852440524656192,81,0,4,0
1218,3606.920787025417,11223,1,1335,39,1227,9089.63002117273,4,0.6549285066028165,0.4038078809431733,182,0,5,1
1219,2000.3567230426177,39413,0,1909,25,85,978.1669654408175,4,0.31383639865258095,0.09185731400205344,102,0,9,0
1220,3924.0943805199054,56822,0,1389,16,1347,3202.786828702447,3,0.5594770557986588,0.8293999275250313,190,1,3,1
1221,3247.8000806154387,35689,1,1169,30,1948,3619.9439387599623,3,0.6559173434910227,0.4664983175426932,85,1,5,1
1222,2907.997655775072,73702,1,1912,7,2211,4284.931194959226,4,0.44082131506160205,0.2632501014169024,43,0,3,1
1223,4506.974466723678,56396,1,1118,4,876,9869.51851048606,2,0.14837438393823543,0.07085544042915559,131,0,4,1
1224,107.58904533008273,12637,0,1990,0,3128,3175.5608692751966,4,0.519038129688402,0.6401718446202868,166,0,5,0
1225,776.0167726276106,46534,0,1041,14,205,5234.956284357792,2,0.932956165965589,0.04230186107257261,167,1,0,0
1226,3122.255401504387,66414,0,1009,35,1931,5407.106106322917,3,0.5358801788913118,0.79109386418403,198,0,5,0
1227,330.07440470392714,76240,0,1429,6,1452,7730.899592212929,4,0.12293983763239669,0.7707520043113619,45,0,5,0
1228,3225.207454818396,74038,1,1467,45,2195,5226.903041449498,2,0.8241630246668821,0.3229427009354968,46,0,0,1
1229,4920.621264049313,15266,1,1048,43,3372,6096.8002661430555,1,0.22174488716294272,0.47228734187485943,115,0,6,0
1230,4394.161686873675,48068,1,1776,26,790,7557.947702533024,1,0.37021697589421165,0.6692196058153472,104,0,9,1
1231,2954.993703203117,44356,0,1206,34,1313,1101.2068463314586,4,0.4287571259248105,0.9591238560639198,13,0,4,0
1232,4469.9893948555045,86295,0,1678,26,3092,9638.374022897196,0,0.3396992472737539,0.520151024996959,52,0,7,0
1233,582.2244881800598,15046,1,1513,19,946,8478.411343186535,4,0.4044517372942604,0.9966797391537764,9,0,4,1
1234,2274.016130462895,25270,1,1579,17,3208,3948.848874868759,3,0.7954806275806633,0.325105788821769,185,1,9,1
1235,2143.951902944567,76342,1,1819,39,1993,7311.334131830059,3,0.22335900990451096,0.5264919466137603,69,1,4,1
1236,1682.9014873779622,37988,0,1983,1,3440,7647.018533646592,1,0.47041855964278134,0.11561555801670464,43,1,1,0
1237,2.0067892734177666,52179,1,1209,29,1545,8517.439849215003,2,0.020008565170631654,0.556439574072372,7,0,3,0
1238,4455.254064037649,35892,0,1138,37,556,1964.336568827116,1,0.5076659193048512,0.5363133095614345,44,1,3,1
1239,3888.755344153822,29512,1,1036,29,3507,7066.657251173645,2,0.11168864444588844,0.8488139144580402,172,0,9,0
1240,3264.634720483344,59165,1,1217,6,2808,430.0712522102077,4,0.28223594223480974,0.9965515842521397,102,1,9,1
1241,645.7052524143186,5099,0,1455,38,29,1244.2333281334256,0,0.32487339431512463,0.9861781124202467,68,0,7,1
1242,1891.647463323829,53487,0,1511,12,1471,7783.062908608486,3,0.08235262564191004,0.23630119568512908,122,1,2,1
1243,4621.710659841789,74088,0,1277,32,2272,8148.729738429419,4,0.36056616341313574,0.33844555366245244,77,1,0,0
1244,3085.0310957426636,77163,1,1179,39,1409,5965.12087603319,1,0.4980574019655385,0.2746570003279515,44,0,6,1
1245,3017.449272093599,50003,0,1516,29,2476,5858.6911444205825,4,0.4310954213274415,0.19967955133737447,40,1,8,1
1246,4565.719747210416,66886,1,1129,29,528,7520.163140842503,0,0.2804253146095389,0.15013601321641656,171,1,5,1
1247,2799.6087907732885,77812,0,1644,22,1051,9070.239738678145,2,0.2948549607098382,0.5117440125678645,62,1,1,0
1248,2988.5186195363394,11739,1,1610,44,125,4269.0401915895345,0,0.6335830353838018,0.8724987823969031,171,1,1,0
1249,1729.2327566866104,12384,0,1671,23,812,1236.7290742127475,1,0.7183958813769143,0.5898675682607959,147,0,0,1
1250,1857.8332052326257,33094,0,1747,19,2546,8406.093905830152,0,0.5765306518887834,0.8726636502868647,49,0,5,0
1251,3428.3487052083487,2120,1,1658,27,3258,3482.2770451104548,3,0.976188040691924,0.9594946279169905,193,0,7,0
1252,1602.8556479399288,993,0,1358,18,653,1424.4791547848447,0,0.9448740632610203,0.3831414209551015,77,0,0,0
1253,2795.9804950186626,18150,1,1626,48,3443,6184.702361414031,4,0.09846895482227025,0.8356678067171228,153,0,0,0
1254,1396.7042590917415,64681,1,1003,12,137,5823.030859595727,2,0.26137440495002806,0.052335218939744244,41,1,0,0
1255,831.4600645342722,45388,1,1598,15,3041,4795.037444373648,3,0.8683941128707751,0.4810731526882166,23,0,9,0
